"0102201900026","Winiwine Suit","winiwine","233242349632","233283494949","Winiwine@gmail.com","Awoshie onyinase (lane 6","6352","0"
"0106201900071","Diza's Store","DizasStore","233242056778","233272480779","dwalkalone@yahoo.com","Accra Near Fire service","2455","0"
"0204201900050","Mpaboa Gh","mpaboa gh","233263923474","233263923474","edkneid@gmail.com","Accra Central","5061","0"
"0301201900016","CEO Klodin Line","ceoklodinline","233548554876","233279960641","asante362@gmail.com","Modern Photos,Tiptoe Lane-Circle","7492","0"
"0304201900051","Mi Band GH","mibandgh","233203581800","233542989431","chrisbillions@ymail.com","Tema Community 2 Near Moni Pub","4653","0"
"0304201900052","TN Jewelery","tn jewelery","233205841097","233205841097","theophiluskotey94@yahoo.com","Kwabenya","5915","0"
"0404201900053","Tech Luxury GH","techluxurygh","233209158937","233558379913","techluxurygh@gmail.com","Nyamekye","4639","0"
"0503201900033","Blackogee Couture","blackogeecouture","233202966060","233240596166","bc@gmail.com","Trade Fair","8728","0"
"0504201900054","Akobeng Clothing","akobeng","233249913379","233541674499","akobeng.royal1@yahoo.com","Kwashieman, Addie Junction","8235","0"
"0506201900072","Penglary","penglary","233507287600","233503788515","penglary@gmail.com","Trasacco","9573","0"
"0511201800001","Lewis Selby Clothing","lewisselbyclothing","233247935647","233506678795","lewis.selby@solushop.com.gh","Multimedia Group Limited, Adabraka","2131","0"
"0601201900017","Mariewoods","mariewoodes","233546967438","233231874407","mariettaduah123@gmail.com","Parliament House","5418","0"
"0703201900034","The Blushed Store","blushedstore","233540292985","233557275855","theblushmakeupstore@gmail.com","Methodist  Junction, New Dawenya","2862","0"
"0703201900035","Shasha's Online Shopping Mall","shashas online shopping mall","233552515548","233267998143","sndbonney@gmail.com","Madina Hannah School","9873","0"
"0803201900036","Dulcie","dulcie","233205377175","233551476262","duelduche@gmail.com","Agbogba, Cemetry Junction","1369","0"
"0806201900073","Chic Essentials","chicessentials","233558467873","233500411518","chicessentials@outlook.com","GHL Bank Annex","1743","0"
"0807201900082","Phil & Joe","phil & joe","233207942888","233207142428","philandjoe233@gmail.com","Accra","4033","0"
"0808201900086","Ekabs","ekabs","233244504111","233302983406","kwesiappiaheshun@africamail.com","Teshie, Nungua","3235","0"
"0902201900027","Harmattan Collectibles","harmattancollectibles","233505007523","233508604275","nanaama@pagelineconcepts.com","Accra","9869","0"
"1003201900037","Reina Skincare","reinaskincare","233559261671","233547529541","bmogul23@gmail.com","Spintex Com 18","4286","0"
"1003201900038","Sugar Vibes","sugarvibes","233559261671","233547529541","bmogul23@gmail.com","Spintex Com 18","1232","0"
"1003201900039","Color Vine","colorvine","233559261671","233547529541","bmogul23@gmail.com","Spintex Com 18","9034","0"
"1005201900064","Naturi GH","naturi_gh","233558404774","233501358250","naturigh@gmail.com","Accra Central (May vary)","2058","0"
"1007201900083","Classic Kwakyewa","ClassicKwakyewa","233247089626","233552258105","oseiopare1@icloud.com","Haaatso Melon Street","1064","0"
"1102201900028","Fragrance District","fragrance district","233202169945","233548556563","fragrancedistrict.gh@gmail.com","Madina New Road","7382","0"
"1204201900055","Bags n More GH","bagsnmoregh","233208698691","233558155050","bagsnmoregh19@gmail.com","3rd Darko Lanes, Point 4, North Kaneshie Opposite Advanced Business College","3824","0"
"1207201900084","Edem Library","EdemLibrary","233540699353","233507259498","edemlibrary@gmail.com","Shangri-La","2778","0"
"1301201900018","Khadbin Fashion","khadbinfashion","233574848241","233201088061","Khadijahbingle@yahoo.com","Parliament of Ghana","8808","0"
"1301201900019","Admira","admira","233240239326","233558341699","aeghan56@gmail.com","VIP Parcel Office Accra","6970","0"
"1402201900029","Sneaker Code","sneaker code","233277484015","233248456382","kniicarter@gmail.com","Accra Central","2840","0"
"1403201900040","Primp And Proper Gh","primp and proper gh","233203051309","233555642280","primpnproper@gmail.com","Ofankor","3798","0"
"1403201900041","Fear No Man Clothing","fearnoman","233248764167","233244102888","sefaayim3@gmail.com","Madina Ritz Junction","6801","0"
"1405201900065","Brimkata Enterprise Ltd","brimkata enterprise ltd","233242065289","233206595735","brimkataenterprise@gmail.com","Madina Zongo Junction","2630","0"
"1504201900056","Indispensables Gh","indispensables gh","233550507420","233266700177","indispensablesgh@gmail.com","GHL Bank, Pentagon","8712","0"
"1601201900020","Rayson Footwear","raysonfootwear","233547425022","233249252477","robertgbadamasi40@gmail.com","Coastal estate junction, Spintex","8814","0"
"1601201900021","Bloom Moments Party Supplies","bloommoments","233261419106","233552476564","bloomeventsgh@gmail.com","Achimota Tantra Hill, close to champion divine clinic","6633","0"
"1601201900022","Blackbusters Family","blackbusters","233243774288","233000000000","ndarko222@gmail.com","Oyarifa","4953","0"
"1606201900074","Kolikoli Foods","kolikoli","233240181005","233249066484","Rhodanim10@gmail.com","Ghana Standards Authority","4258","0"
"1606201900075","U8 Fashion","U8Fashion","233266381634","233554782170","giftyacquah27@yahoo.com","Dansoman mascot","5682","0"
"1704201900057","EvAcc","EvAcc","233551693897","233207377048","everythingaccessory18@gmail.com","199 Soula Loop Labone","7147","42.5"
"1704201900058","Body Essentials","body essentials","233508604275","233244588471","nanaama@pagelineconcepts.com","F 603/1 Lokko Road, Osu","2514","0"
"1705201900066","Royalkitta","Royalkitta","233245610119","233269833335","naadorkita50@gmail.com","Kotobabi police Station","4153","0"
"1804201900059","Kulsum Fragrances","kulsumfragrances","233546042666","233207448881","humukulthum5@gmail.com","Nima Lesson Pharmacy","3307","0"
"1805201900067","Maames Collection","maamescollection","233240934322","233202682776","amissahernestina22@gmail.com","Ardginganor","2758","0"
"1806201900076","Open Windows","open windows","233558113447","233261093290","kofiowusuoppong@gmail.com","Accra","9279","0"
"1806201900077","Laced Up Ghana","lacedupghana","233540830648","233262235706","haroldmonnie123@gmail.com","Spintex","2041","0"
"1811201800004","Linge World","lingeworld","233271442035","233501426775","lingeworld@solushop.com.gh","Will update later.","3466","0"
"1903201900042","Body Splashes and Mist","bodysplashesandmist","233242967650","233508241666","andykoq@gmail.com","Labadi - Trade Fair Junction Road","3979","0"
"1903201900043","Vessel Jersey Hub","vessel jersey hub","233270832424","233554435708","qferli@yahoo.com","Lapaz","1979","0"
"1903201900044","TracGlobal","tracglobal","233268297280","233265231463","tracglobal@anitrackgh.com","Accra Mall","8667","0"
"2105201900068","GeeShop","GeeShop","233201855303","233552387545","georgiamireku@gmail.com","Fanmilk junction","4458","0"
"2106201900078","Readershub Gh","ReadersHubGh","233277218084","233558226117","admiatpama@yahoo.com","Spintex Comm. 18 block factory","3950","0"
"2205201900069","AP Store","AP-Store","233546509595","233200967749","aapasnore@ymail.com","Ogilvy - Airport Residential Area","7603","0"
"2206201900079","JLove Moda","JLoveModa","233558846830","233544132731","lyzasederick@gmail.com","Asylum down - Eseefo treet near Total filling station","4620","0"
"2207201900085","Nos parfumé company limited","NosParfume","233209155346","233541690734","samdance198@gmail.com","Airport Shangrilla","3933","0"
"2411201800005","EL Perles","el-perles","233277560913","233503788515","elperles@solushop.com.gh","Edit later","1110","0"
"2412201800006","Krakye Clothing","krakyeclothing","233205115005","233546967624","Krakyegh@gmail.com","Madina - Hannah School","1084","0"
"2503201900045","Seli Collections","seli collections","233243116797","233541244030","lawernicaseli@gmail.com","East Legon","9169","0"
"2504201900061","African Tradition Clothing","africantraditionclothing","233506205873","233554804471","bibahike@gmail.com","Labadi","4336","0"
"2504201900062","Alpha Burgundy","alphaburgundy","233540900237","233000000237","djokosoft@gmail.com","Comm. 9, Tema","4985","0"
"2505201900070","Aroma One Foods","AromaOneFoods","233272099952","233201199952","naaphoebe@gmail.com","Ogilvy - Airport Residential Area","1440","0"
"2601201900023","MalCron Computers Ghana","malcroncomputers","233554029497","233550993857","malcroncomputersgh@gmail.com","Teshie 1st Junction","7939","0"
"2601201900024","Kedbae Fragrance","kedbaefragrance","233277306139","233547255349","Kedbaefragrance@gmail.com","GHL Bank Annex","5630","0"
"2602201900030","Shop With Minajesty","shop with minajesty","233550819542","233279347964","audreyjoyce234@gmail.com","Mallam","5410","0"
"2603201900046","Annys Cupid Boutique","annyscupid","233556418234","233507338581","analiciaanny@yahoo.com","Madina, Mayehot","5271","0"
"2606201900080","Khamiz","khamiz","233558661517","233244219448","latiftyro@aol.com","American House East Legon","1504","0"
"2606201900081","The Jeans Shop Gh","TheJeansShopGh","233545661775","233555162374","cirlestynah@gmail.com","Ashalley botwe lakeside ","7793","0"
"2612201800007","Obaapa Rosy Collections","obaaparosy","233200740177","233266970684","Gyamfuaakosua26@gmail.com","Oyarifa","3611","0"
"2612201800008","The Hope Brand","thehopebrand","233552515548","233552515548","thehopebrand.thb@gmail.com","Ashaley Botwe","2008","0"
"2702201900031","Hig's Paradise","hig's paradise","233200943628","233275802459","hawababey@yahoo.com","Accra","2075","0"
"2702201900032","Minajesty Collections","minajesty collections","233550819542","233279347964","audreyjoyce234@gmail.com","Mallam","3453","0"
"2812201800009","Everything Hair & More","everythinghair","233205844291","233248695668","everythinghair@solushop.com.gh","GHL Bank Annex","8240","0"
"2812201800010","Schirms Shoes","schirms","233245351041","233553122098","larrydadz@gmail.com","Adenta Commandos Junction","4482","0"
"2901201900025","Sassy Hair Boutique","sassyhairboutique","233209623225","233267830141","divinadzani@yahoo.com","Qedesh East Legon hills","4765","0"
"2903201900047","Nic Style","nic style","233544022037","233544022037","charkiron@gmail.com","GHL Bank","6077","0"
"2903201900048","Nadise  Classics","nadise classics","233244219150","233209355295","classics@gmail.com","Tema Community 4 ownership house number 10","9474","0"
"2912201800011","Solushop Core","solushopcore","233506753093","233541690734","management@solushop.com.gh","Call for insctructions.","1223","0"
"3003201900049","Ramaa Sellers","ramaasellers","233547104982","233553872547","abessrob1@gmail.com","Opposite Starbites Westlands","8014","0"
"3004201900063","Souvenir House","souvenir house","233209112084","233553379869","thesouvenirhaus@gmail.com","Madina Estate, around UPSA","1126","0"
"3012201800012","Ramafrique","ramafrique","233204828166","233553454011","ramafriquegh@gmail.com","Near Kwashieman Ecobank","4962","0"
"3012201800013","Hausem-Aebyekcas Ventures","hausem-aebyekcas","233203413272","233248590935","hausem527@gmail.com","Madina","6710","0"
"3012201800014","Nasvee Emporium","nasvee-emporium","233244822847","233278316489","mensahdear@gmail.com","Lapaz","7300","0"
"3012201800015","Sunn Beads and All","sunn-beads","233261470864","233247008610","bnapomba@gmail.com","Edit in a bit","5486","0"
