"67","1005201900064","You simply mix an appreciable amount with water, all the while using non-metals","45","2019-05-13 10:11:26","Init|C071220180037"
"68","1005201900064","Then apply to your skin or scalp","45","2019-05-13 10:11:57","Init|C071220180037"
"69","C071220180037","thank you","45","2019-05-13 10:12:45","Init|1005201900064"
"70","1005201900064","Wait for about 5mins and rinse off ","45","2019-05-13 10:12:50","Init|C071220180037"
"71","1005201900064","then pat dry and moisturize","45","2019-05-13 10:13:16","Init|C071220180037"
"72","1005201900064","You're welcome","45","2019-05-13 10:13:34","Init|C071220180037"
"73","C061220180035","Hello","47","2019-05-23 15:45:23","Init|1811201800004"
"74","C061220180035","Hello . .","48","2019-05-23 15:45:56","Init|2603201900046"
"75","C061220180035","Do you have more swimming customes apart from the ones uploaded here?","48","2019-05-23 15:46:38","Init|2603201900046"
"76","1811201800004","Hi","47","2019-05-23 15:51:32","Init|C061220180035"
"77","1811201800004","Hi","47","2019-05-23 15:51:53","Init|C061220180035"
"78","1811201800004","How may I assist you today? ","47","2019-05-23 15:52:30","Init|C061220180035"
"79","C061220180035","Do you have more swimming customes apart from the ones uploaded here?","47","2019-05-23 16:15:54","Init|1811201800004"
"80","1811201800004","Unless pre order please ","47","2019-05-23 16:20:34","Init|C061220180035"
"81","1811201800004","Unless pre order please ","47","2019-05-23 16:20:35","Init|C061220180035"
"82","1811201800004","Unless pre order please ","47","2019-05-23 16:20:38","Init|C061220180035"
"83","1811201800004","Unless pre order please ","47","2019-05-23 16:20:40","Init|C061220180035"
"84","C061220180035","how do i pre-order?","47","2019-05-23 16:32:51","Init|1811201800004"
"85","2603201900046","Yes plz , same styels Bt different colors plz.. if u dnt mind , u can send me pics of the type u want and I’ll check on them for you plz . ","48","2019-05-23 19:01:04","Init"
"86","C070620190264","Are the silver chains original ,can I wash wash them ??","49","2019-06-07 07:05:05","Init|0304201900052"
"87","C080620190268","Heya, I need clarification on your product Little Black Dress with ID : P-01042019-495. I was wondering . . .","50","2019-06-08 17:09:15","Init|2903201900047"
"88","C080620190268","what size?","50","2019-06-08 17:09:40","Init|2903201900047"
"89","2903201900047","Hello Ama","50","2019-06-08 22:17:15","Init"
"90","2903201900047","Please it is a UK size 12","50","2019-06-08 22:17:27","Init"
"91","C260120190085","Hello which of the phone cases is made of glass or has a hard exterior?","53","2019-06-29 17:12:18","Init|1704201900057"
"92","1704201900057","Quite a few of them. So tell me which model you are looking for so as I can narrow it for you","53","2019-06-29 17:15:12","Init|C260120190085"
"93","1704201900057","Here are some","53","2019-06-29 17:28:33","Init|C260120190085"
"94","1704201900057","https://www.solushop.com.gh/product.php?PID=P-18052019-728","53","2019-06-29 17:28:46","Init|C260120190085"
"95","1704201900057","https://www.solushop.com.gh/product.php?PID=P-17042019-566      https://www.solushop.com.gh/product.php?PID=P-20042019-582","53","2019-06-29 17:30:08","Init|C260120190085"
"96","1704201900057","https://www.solushop.com.gh/product.php?PID=P-27062019-918","53","2019-06-29 17:30:44","Init|C260120190085"
"97","1704201900057","https://www.solushop.com.gh/product.php?PID=P-20042019-574","53","2019-06-29 17:31:25","Init|C260120190085"
"98","C260120190085","iPhone 8","53","2019-06-29 17:33:00","Init|1704201900057"
"99","1704201900057","Okay. ","53","2019-06-29 17:36:25","Init|C260120190085"
"100","1704201900057","https://www.solushop.com.gh/product.php?PID=P-17042019-569","53","2019-06-29 17:36:36","Init|C260120190085"
"101","1704201900057","https://www.solushop.com.gh/product.php?PID=P-20042019-580","53","2019-06-29 17:37:25","Init"
"102","1704201900057","These are the only two hard surfaces I have for iPhone 8. Slim thickness but hard feel","53","2019-06-29 17:38:32","Init"
"103","C070720190368","Heya, I need some clarification on your product Padda Heel - Taupe with ID : P-22062019-893. I was wondering if you have 38 size  available. i see that it's in stock but when i try to add it to cart I'm getting a response that seems to explain that there's none available . . .","54","2019-07-07 02:58:36","Init|2206201900079"
"106","MGMT","Hi Natasha, Michael here, I've seen the anomaly and resolved it. Should work fine now. Please try again and let me know. Cheers.","54","2019-07-07 03:08:10","Init|C070720190368|2206201900079"
"107","C070720190368","Yes it just worked.. thanks a lot. how do i go about payment please? ","54","2019-07-07 03:10:27","Init|2206201900079"
"108","MGMT","After adding item to cart, proceed to checkout. If you dont have an address youll need to add one. Then you proceed to pay with VISA, MasterCard or Mobile Money. It'll hit our system and we'll process it.","54","2019-07-07 03:34:24","Init|C070720190368|2206201900079"
"109","C070720190368","Alright thanks. I will make payment by tomorrow","54","2019-07-07 03:40:10","Init|2206201900079"
"110","MGMT","Super! Will be on standby. If you need more help you can reach the helpline on whatsapp or phone via +233 506 753 093. Alternatively, you may reach me on 0503788515 directly via same channels. Thanks and good morning.","54","2019-07-07 03:42:40","Init|C070720190368|2206201900079"
"111","C070720190368","hello.. Please I've made payment but the status still reads unpaid. ","54","2019-07-07 13:41:04","Init|2206201900079"
"112","C050820190550","Heya, I need some clarification on your product Nike Air force Bape with ID : P-09052019-642. I was wondering . . .","57","2019-08-05 21:58:10","Init"
